MEDICATION;ATC_CODE;CAT_MATCH;size;PIPE;INGREDIENT;STEP1;STEP2;STEP31;STEP32;STEP33;LEV1;LEV2;LEV3;TRUE12;TRUE123;TRUE13;TRUE23;MATCH;ATC_JOS_LVL1;ATC_CODE_LVL1;eval1;eval2;eval31;eval32;eval33;correct;level;kommentar;Kommentar Apotheke
FRAXIPARINE 0,7 ml Injektionslösg. i.e.Fertigspr. | (Nadroparin calcium);;No Match;300;1;nadroparin calcium;;;L01BB02;D08AF01;L04AA10;63;61.0;61.0;0;0;0;0;0;L;;;;0;0;0;B01AB06;5;;
Tazobac (Piperacillin/Tazobactam) in [g];;No Match;300;0;;;;J01CR05;;;81;;;0;0;0;0;0;J;;;;1;;;0;5;ATC Code J01CR05 korrekt?;J01CR05
Ern. i.v: peri OLIMEL 2,5% E - 1050 kcal - 18h;;No Match;299;0;;;;B06AC01;N02BA13;S01GA02;57;55.0;55.0;0;0;0;0;0;B;;;;0;0;0;B05BA10;5;;
Pantoprazol 40 mg;;No Match;298;0;;;;A02BC02;;;82;;;0;0;0;0;0;A;;;;1;;;0;5;;
AMPHO MORONAL Suspension 100 mg/1 ml | (Amphotericin B);;No Match;296;1;amphotericin b;;;A07AA07;;;100;;;0;0;0;0;0;A;;;;1;;;0;5;;
Lasix mg;;No Match;296;0;;;;C03CA01;D01AE15;;77;53.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
TRAMAGIT 100 mg Retardtabletten | (Tramadol);;No Match;296;1;tramadol;;;N02AX02;;;81;;;0;0;0;0;0;N;;;;1;;;0;5;;
L-THYROXIN 75 Henning Tabletten | (Levothyroxin);;No Match;295;1;levothyroxin;;;H03AA01;;;100;;;0;0;0;0;0;H;;;;1;;;0;5;;
INHIXA 10.000 I.E. 100 mg/1 ml ILO F.Sp.+Sich-Sys. | (Enoxaparin natrium);;No Match;294;1;enoxaparin natrium;B01AB05;;B01AB05;;;41;;;0;0;1;0;0;B;;1;;1;;;0;5;;
Amlodipin;;No Match;294;0;;;C08CA01;C08CA01;;;100;;;0;0;0;1;0;C;;;1;1;;;0;5;;
Faustan;;No Match;293;0;;;;J02AC01;L01XB01;A07AA11;57;57.0;57.0;0;0;0;0;0;J;;;;0;0;0;N05BA01;5;Welcher ATC Code?;N05BA01
DUROGESIC SMAT 100 µg/h 16,8mg Fentanyl/Pfl. | (Fentanyl);;No Match;291;1;fentanyl;;;N02AB03;;;88;;;0;0;0;0;0;N;;;;1;;;0;5;;
Fenistil;;No Match;291;0;;;;R06AB03;D04AA13;;100;100.0;;0;0;0;0;0;R;;;;0;0;;unspec;unspec;derma oder zum einnehmen?;nicht eindeutig, könnten Dragees oder Gel sein, unterschiedliche ATCcodes
Methotrexat;;No Match;290;0;;;;L04AX03;L01BA01;M01CX01;100;100.0;100.0;0;0;0;0;0;L;;;;0;0;1;0;5;kann man den ATC Code hier genau bestimmen?;M01CX01
MAGNESIUM DIASPORAL 300 mg Granulat | (Magnesium-Ion);;No Match;290;1;magnesium-ion;;;A12CC05;A12CC11;A12CC02;75;67.0;62.0;0;0;0;0;0;A;;;;0;0;0;A12CC04;5;;
DIGITOXIN 0,07 mg Tabletten | (Digitoxin);;No Match;287;1;digitoxin;C01AA04;;C01AA04;;;86;;;0;0;1;0;0;C;;1;;1;;;0;5;;
OTRIVEN 0,1% Dosierspray ohne Konserv.Stoffe | (Xylometazolin);;No Match;287;1;xylometazolin;R01AA07;;R01AA07;;;95;;;0;0;1;0;0;R;;1;;1;;;0;5;;
Aciclovir;;No Match;286;0;;;J05AB01;J05AB01;;;100;;;0;0;0;1;0;J;;;0;0;;;unspec;unspec;;
PREDNISOLON 5 mg Jenapharm Tabletten | (Prednisolon);;No Match;285;1;prednisolon;;;H02AB06;;;81;;;0;0;0;0;0;H;;;;1;;;0;5;;
NACL 0,9%;;No Match;283;0;;;B05CB01;B05CB01;H01BA02;;100;57.0;;0;0;0;1;0;B;;;0;0;0;;B05BB11;5;ist B05CB01 korrekt?;B05BB11 
Penicillin G 5 Mega;;No Match;281;0;;;;J01CE01;;;100;;;0;0;0;0;0;J;;;;1;;;0;5;;
AMLODIPIN HEXAL Tabletten | (Amlodipin);;No Match;281;1;amlodipin;;;C08CA01;;;88;;;0;0;0;0;0;C;;;;1;;;0;5;;
TAVOR 1,0 Tabletten | (Lorazepam);;No Match;280;1;lorazepam;N05BA06;;N05BA06;;;78;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Tavor;;No Match;279;0;;;N05BA06;N05BA06;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
Torasemid;;No Match;277;0;;;C03CA04;C03CA04;;;100;;;0;0;0;1;0;C;;;1;1;;;0;5;;
LEVOFLOXACIN HEXAL 500 mg Filmtabletten | (Levofloxacin);;No Match;275;1;levofloxacin;J01MA12;J01MA12;J01MA12;;;96;;;1;1;1;1;0;J;;1;1;1;;;0;5;;
Melperon 25 mg;;No Match;275;0;;;;N05AD03;;;73;;;0;0;0;0;0;N;;;;1;;;0;5;;
Protaphane;;No Match;272;0;;;A10AC01;A10AC01;S02DA55;;100;59.0;;0;0;0;1;0;A;;;1;1;0;;0;5;;
ELIQUIS 5 mg Filmtabletten | (Apixaban);;No Match;271;1;apixaban;B01AF02;;B01AF02;;;96;;;0;0;1;0;0;B;;1;;1;;;0;5;;
BISOPROLOL ratiopharm 2,5 mg Filmtabletten | (Bisoprolol);;No Match;271;1;bisoprolol;;;C07AB07;;;96;;;0;0;0;0;0;C;;;;1;;;0;5;;
[4 - Rtx Vaskulitis Induktion] PARACETAMOL ratiopharm 500 mg Tabletten | (Paracetamol);;No Match;269;1;paracetamol;N02BE01;;N02BE01;;;21;;;0;0;1;0;0;N;;1;;1;;;0;5;;
FRAXIPARIN 0,7 ml Injektionslösung i.e.Fertigspr. | (Nadroparin calcium);;No Match;269;1;nadroparin calcium;;;D08AF01;L01BB02;A03FA01;62;59.0;58.0;0;0;0;0;0;D;;;;0;0;0;B01AB06;5;;
Torasemid 10 mg;;No Match;268;0;;;;C03CA04;;;88;;;0;0;0;0;0;C;;;;1;;;0;5;;
COTRIM ratiopharm 480 mg Tabletten | (Trimethoprim, Sulfamethoxazol);;No Match;266;1;trimethoprim, sulfamethoxazol;;;J01EE01;;;100;;;0;0;0;0;0;J;;;;1;;;0;5;;
PIPERACILLIN Tazobactam 4g/0,5g in 20ml NaCl üb.2h| (Piperacillin,Tazobactam, Natrium-Ion);;No Match;265;1;piperacillin,tazobactam, natrium-ion;;;J01CR05;;;100;;;0;0;0;0;0;J;;;;1;;;0;5;;
TOREM Tabletten | (Torasemid);;No Match;265;1;torasemid;C03CA04;;C03CA04;;;71;;;0;0;1;0;0;C;;1;;1;;;0;5;;
FERRO SANOL duodenal Hartkaps.m.msr.überz.Pell. | (Eisen(II)-Ion);;No Match;264;1;eisen(ii)-ion;;B03AA01;B03AA01;;;100;;;0;0;0;1;0;B;;;1;1;;;0;5;;
MELNEURIN Filmtabletten | (Melperon);;No Match;263;1;melperon;N05AD03;;N05AD03;;;86;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Pantozol 20 mg;;No Match;262;0;;;;A02BC02;N06AF04;;72;67.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
E153 ml;;No Match;261;0;;;;N01BB20;G04BD10;A10BB01;55;53.0;53.0;0;0;0;0;0;N;;;;0;0;0;B05BB01;5;;
EMEND 125 mg/80 mg Hartkapseln | (Aprepitant, Aprepitant);;No Match;259;1;aprepitant, aprepitant;;;B02BD06;B05BA01;V08AB10;57;56.0;56.0;0;0;0;0;0;B;;;;0;0;0;A04AD12;5;;
Ern. i.v: zentral SMOFKABIVEN 1600 kcal - 18h;;No Match;258;0;;;;B05BA10;;;64;;;0;0;0;0;0;B;;;;1;;;0;5;;
FLUCLOX Stragen 2 g Injektionsfl. in 40 ml Aqua über 2 h| (Flucloxacillin, Natrium-Ion);;No Match;258;1;flucloxacillin, natrium-ion;;;C02CA06;;;58;;;0;0;0;0;0;C;;;;0;;;J01CF05;5;;
COLCHICUM DISPERT überzogene Tabletten | (Colchicin);;No Match;258;1;colchicin;M04AC01;;M04AC01;;;51;;;0;0;1;0;0;M;;1;;1;;;0;5;;
CALCIUM-CT 500 mg Kautabletten | (Calcium-Ion);;No Match;257;1;calcium-ion;;;A12AA04;A12AX02;;81;79.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
Fluoxetin;;No Match;253;0;;;N06AB03;N06AB03;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
Torem mg;;No Match;250;0;;;;C03CA04;;;77;;;0;0;0;0;0;C;;;;1;;;0;5;;
Dermatop® BS ans Bett - ges. Integument;;No Match;248;0;;;;D07AC18;;;70;;;0;0;0;0;0;D;;;;1;;;0;5;;
KCL;;No Match;248;0;;;;A01AD11;V06DB52;B01AC05;44;44.0;44.0;0;0;0;0;0;A;;;;0;0;0;B05XA01;5;Welcher ATC Code?;B05XA01
Paracetamol 500 mg;;No Match;248;0;;;;N02BE01;;;76;;;0;0;0;0;0;N;;;;1;;;0;5;;
Lasix 40 mg;;No Match;247;0;;;;C03CA01;V04BA20;;69;62.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
ELUTIT Natrium Granulat | (Poly(styrol-co-divinylbenzol)sulfonsäure (92:8), Natriumsalz);;No Match;247;1;poly(styrol-co-divinylbenzol)sulfonsäure (92:8), natriumsalz;;;V03AE01;;;100;;;0;0;0;0;0;V;;;;1;;;0;5;;
L-THYROXIN 25 Henning Tabletten | (Levothyroxin);;No Match;246;1;levothyroxin;;;H03AA01;;;100;;;0;0;0;0;0;H;;;;1;;;0;5;;
CANDESARTAN HEXAL 16 mg Tabletten | (Candesartan);;No Match;246;1;candesartan;;;C09CA06;;;92;;;0;0;0;0;0;C;;;;1;;;0;5;;
DONEPEZIL HCL HEXAL 5 mg Filmtabletten | (Donepezil);;No Match;245;1;donepezil;N06DA02;;N06DA02;;;81;;;0;0;1;0;0;N;;1;;1;;;0;5;;
INEGY 10 mg/40 mg Tabletten | (Ezetimib);;No Match;245;1;ezetimib;;;C10BA02;;;83;;;0;0;0;0;0;C;;;;1;;;0;5;;
periphere Schmerzkatheter Naropin 0,2%;;No Match;245;0;;;;N01BB09;M02AA15;N02AJ06;54;53.0;52.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
INHIXA 4.000 I.E. (40 mg) 0,4 ml Injektionslösung | (Enoxaparin) !GFR > 30;;No Match;244;1;enoxaparin) !gfr > 3;;;B02BD09;B02BD36;;69;69.0;;0;0;0;0;0;B;;;;0;0;;B01AB05;5;;
KCl;;No Match;244;0;;;;A01AD11;V06DB52;B01AC05;44;44.0;44.0;0;0;0;0;0;A;;;;0;0;0;B05XA01;5;Welcher ATC Code?;B05XA01
JANUVIA 50 mg Filmtabletten | (Sitagliptin);;No Match;243;1;sitagliptin;;;A10BH01;;;96;;;0;0;0;0;0;A;;;;1;;;0;5;;
ISDN ratiopharm 20 mg Retardkapseln | (Isosorbid dinitrat);;No Match;242;1;isosorbid dinitrat;C01DA08;;C01DA08;;;69;;;0;0;1;0;0;C;;1;;1;;;0;5;;
A/S;;No Match;241;0;;;;M02AP01;A11CC02;;50;50.0;;0;0;0;0;0;M;;;;0;0;;R03AL02;5;no_med?;kombinierte Inhalation von Salbutamol/Ipratropium = Sultanol/Atrovent, R03AL02
CALCILAC Kautabletten | (Calcium-Ion, Colecalciferol);;No Match;240;1;calcium-ion, colecalciferol;;;A07EC01;N05BB01;N02AJ06;58;57.0;57.0;0;0;0;0;0;A;;;;0;0;0;A12AX01;5;;
OTRIVEN 0,1% Nasentropfen f.Erw.u.Schulkdr. | (Xylometazolin);;No Match;240;1;xylometazolin;R01AA07;;R01AA07;;;75;;;0;0;1;0;0;R;;1;;1;;;0;5;;
ACIC 200 Tabletten | (Aciclovir);;No Match;238;1;aciclovir;;;D06BB03;J05AB01;;100;57.0;;0;0;0;0;0;D;;;;0;1;;0;5;;
Atrovent 20 gtt;;No Match;234;0;;;;R03BB01;;;89;;;0;0;0;0;0;R;;;;1;;;0;5;;
Novalgin Tropfen;;No Match;233;0;;;;A09AH20;N02BB02;R05DA04;70;67.0;61.0;0;0;0;0;0;A;;;;0;1;0;0;5;;
METRONIDAZOL 500 mg;;No Match;232;0;;;;J01XD01;P01AB01;N05CD08;77;77.0;60.0;0;0;0;0;0;J;;;;1;0;0;0;5;;
Ern. i.v: peri OLIMEL 2,5% E - 1400 kcal - 18h;;No Match;230;0;;;;B06AC01;N02BA13;S01GA02;57;55.0;55.0;0;0;0;0;0;B;;;;0;0;0;B05BA10;5;;
TAVOR (Lorazepam);;No Match;230;0;;;;N05BA06;;;75;;;0;0;0;0;0;N;;;;1;;;0;5;;
Antra;;No Match;229;0;;;A02BC01;A02BC01;N06AA12;;100;55.0;;0;0;0;1;0;A;;;1;1;0;;0;5;;
ASS 100;;No Match;229;0;;;;L01XX05;N04BX01;A11CC02;63;63.0;62.0;0;0;0;0;0;L;;;;0;0;0;N02BA01;5;;
Enoxaparin 4.000 I.E. 40 mg/0,4 bei GFR > 30;;No Match;228;0;;;;B01AD12;B02BD34;;70;65.0;;0;0;0;0;0;B;;;;0;0;;B01AB05;5;;
OPIPRAM 50 mg Filmtabletten | (Opipramol);;No Match;227;1;opipramol;N06AA05;;N06AA05;;;62;;;0;0;1;0;0;N;;1;;1;;;0;5;;
PALLADON retard 8 mg Kapseln | (Hydromorphon);;No Match;227;1;hydromorphon;N02AA03;N02AA03;N02AA03;;;94;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
MELNEURIN Lösung | (Melperon);;No Match;227;1;melperon;N05AD03;;N05AD03;;;100;;;0;0;1;0;0;N;;1;;1;;;0;5;;
DIAZEPAM ratiopharm 5 mg Tabletten | (Diazepam);;No Match;225;1;diazepam;N05BA01;;N05BA01;;;95;;;0;0;1;0;0;N;;1;;1;;;0;5;;
L-Thyroxin;;No Match;225;0;;;H03AA01;H03AA01;;;100;;;0;0;0;1;0;H;;;1;1;;;0;5;;
Wasser;;No Match;224;0;;;;N05BP03;G04BD04;A09AA57;55;46.0;46.0;0;0;0;0;0;N;;;;0;0;0;V07AB01;5;no_med?;V07AB01
Sultanol 10 gtt;R03AC02;Fuzzy Match;224;0;;;;R03AC02;;;100;;;0;0;0;0;1;R;R;;;1;;;0;5;;
HCT HEXAL 25 mg Tabletten | (Hydrochlorothiazid);;No Match;223;1;hydrochlorothiazid;C03AA03;C03AA03;C03AA03;;;92;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
Ramipril 5 mg;;No Match;223;0;;;;C09AA05;;;77;;;0;0;0;0;0;C;;;;1;;;0;5;;
MIRTAZAPIN HEXAL Filmtabletten | (Mirtazapin);;No Match;223;1;mirtazapin;N06AX11;;N06AX11;;;86;;;0;0;1;0;0;N;;1;;1;;;0;5;;
FRAXIPARINE 0,9 ml Injektionslösg. i.e.Fertigspr. | (Nadroparin calcium);;No Match;222;1;nadroparin calcium;;;L01BB02;D08AF01;L04AA10;63;61.0;61.0;0;0;0;0;0;L;;;;0;0;0;B01AB06;5;;
AMLODIPIN HEXAL 10 mg Tabletten | (Amlodipin);;No Match;222;1;amlodipin;;C08CA01;C08CA01;;;95;;;0;0;0;1;0;C;;;1;1;;;0;5;;
ANE: Lidocain-Perfusor 10mG / 1mL, Siehe USC Visitenprotokoll;;No Match;221;0;;;;N05BE01;C08CA02;L04AA13;62;58.0;57.0;0;0;0;0;0;N;;;;0;0;0;N01BB02;5;ATC Code N01BB02 korrekt?;N01BB02
PARACETAMOL 10 mg/ml 1.000 mg Infusionslsg. | (Paracetamol);;No Match;221;1;paracetamol;N02BE01;;N02BE01;;;82;;;0;0;1;0;0;N;;1;;1;;;0;5;;
INNOHEP 20.000 Anti XA I.E./ml 0,6ml Fertigspr. | (Tinzaparin natrium);;No Match;220;1;tinzaparin natrium;B01AB10;;B01AB10;;;77;;;0;0;1;0;0;B;;1;;1;;;0;5;;
FRAXIPARIN 0,5 ml Injektionslösung i.e.Fertigspr. | (Nadroparin calcium);;No Match;220;1;nadroparin calcium;;;D08AF01;L01XA03;N03AX22;62;62.0;61.0;0;0;0;0;0;D;;;;0;0;0;B01AB06;5;;
"Lyse Perfusor: ACTILYSE (Alteplase)Trägerlösung: NaCl Inf.Lsg. 154 | (Na, Cl)";;No Match;219;1;na, cl;;;B01AD02;;;76;;;0;0;0;0;0;B;;;;1;;;0;5;kann man ie Trägerlösung hier weglassen?;B01AD02
"Lyse Bolus: ACTILYSE (Alteplase)Trägerlösung: NaCl Inf.Lsg. 154 | (Na, Cl)";;No Match;218;1;na, cl;;;B01AD02;;;76;;;0;0;0;0;0;B;;;;1;;;0;5;kann man ie Trägerlösung hier weglassen?;B01AD02
ELIQUIS 2,5 mg Filmtabletten | (Apixaban);;No Match;218;1;apixaban;B01AF02;;B01AF02;;;96;;;0;0;1;0;0;B;;1;;1;;;0;5;;
EXFORGE 10 mg/160 mg Filmtabletten | (Amlodipin);;No Match;218;1;amlodipin;;;C09DB01;C09DX01;;91;78.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
CELLCEPT 250 mg Kapseln | (Mycophenolsäure);;No Match;217;1;mycophenolsäure;L04AA06;;L04AA06;;;73;;;0;0;1;0;0;L;;1;;1;;;0;5;;
ASS;;No Match;217;0;;;;B01AC06;N02BA01;;100;100.0;;0;0;0;0;0;B;;;;0;0;;unspec;unspec;Dosis fehlt, eigentlich nicht klassifizierbar oder?;"nicht eindeutig, ASS 100mg TBL = Blutverdünner; ASS 500mg TBL = Schmerzmittel -> untersch. ATC codes, meist am Klinikum nur ASS 100mg aber 500mg auch gelistet"
REKAWAN Filmtabletten 600 mg | (Kalium-Ion, Kalium-Ion);;No Match;217;1;kalium-ion, kalium-ion;;;N03AG01;;;77;;;0;0;0;0;0;N;;;;0;;;A12BA01;5;;
HALOPERIDOL ratiopharm 2 mg Tabletten | (Haloperidol);;No Match;217;1;haloperidol;N05AD01;;N05AD01;;;96;;;0;0;1;0;0;N;;1;;1;;;0;5;;
DERMATOP Basissalbe | (Glycerolmonooleat);;No Match;217;1;glycerolmonooleat;;;D07AC18;;;67;;;0;0;0;0;0;D;;;;1;;;0;5;;
Bonbons/Kaugummi;;No Match;216;0;;;;A03AP02;N03AA02;;46;46.0;;0;0;0;0;0;A;;;;0;0;;nomed;nomed;no_med;no med :)
Mirtazapin;;No Match;216;0;;;N06AX11;N06AX11;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
URBASON 4 mg Tabletten | (Methylprednisolon);;No Match;215;1;methylprednisolon;;;H02AB04;;;96;;;0;0;0;0;0;H;;;;1;;;0;5;;
XARELTO 20 mg Filmtabletten | (Rivaroxaban);;No Match;214;1;rivaroxaban;B01AF01;;B01AF01;;;96;;;0;0;1;0;0;B;;1;;1;;;0;5;;
"Ern. i.v.: Mischbeutel (wasserlsl.); individ. Herstellung durch APO UKD nach Anforderung";;No Match;214;0;;;;D07AC01;V06DB50;A11CC05;55;52.0;50.0;0;0;0;0;0;D;;;;0;0;0;unspec;unspec;Welcher ATC Code?;nicht eindeutig
C) Cisplatin (30 mg/m² KOF) als KI über 1h;;No Match;212;0;;;;L01XA01;V60AA;;78;56.0;;0;0;0;0;0;L;;;;1;0;;0;5;ATC Code L01XA04 korrekt?;L01XA01
Movicol Beutel;;No Match;212;0;;;;A06AD65;S01EB09;;67;61.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
INSUMAN Rapid 40 I.E./ml Durchstechflaschen | (Insulin, normal (human));A10AB01;Fuzzy Match;212;1;insulin, normal (human);;;A10AB01;;;90;;;0;0;0;0;1;A;A;;;1;;;0;5;;
ACIC 500 PI Via Pulver z.Herst.e.Infusionslösg. | (Aciclovir);;No Match;211;1;aciclovir;;;D06BB03;J05AB01;;100;67.0;;0;0;0;0;0;D;;;;0;1;;0;5;;
LYRICA Hartkapseln | (Pregabalin);;No Match;210;1;pregabalin;N03AX16;;N03AX16;;;67;;;0;0;1;0;0;N;;1;;1;;;0;5;;
E153 500ml;;No Match;209;0;;;;V08AB02;B05BA01;;67;67.0;;0;0;0;0;0;V;;;;0;0;;B05BB01;5;;
KONAKION MM 10 mg Lösung | (Phytomenadion);;No Match;208;1;phytomenadion;B02BA01;B02BA01;B02BA01;;;93;;;1;1;1;1;0;B;;1;1;1;;;0;5;;
Ibuprofen (p.o.) 400 mg Tbl.;;No Match;208;0;;;;M01AE01;;;90;;;0;0;0;0;0;M;;;;1;;;0;5;;
Emend;;No Match;208;0;;;A04AD12;A04AD12;B03BA51;G02CP03;100;60.0;57.0;0;0;0;1;0;A;;;1;1;0;0;0;5;;
SMOFKABIVEN zentral 1100 kcal;;No Match;207;0;;;;B05BA10;;;88;;;0;0;0;0;0;B;;;;1;;;0;5;;
LANTUS 100 E/ml SoloStar Fertigpen | (Insulin glargin);;No Match;206;1;insulin glargin;A10AE04;;A10AE04;;;93;;;0;0;1;0;0;A;;1;;1;;;0;5;;
Melatonin;;No Match;206;0;;;;A07AA06;D06BX01;C01EH20;62;60.0;59.0;0;0;0;0;0;A;;;;0;0;0;N05CH01;5;ATC Code N05CH01 korrekt?;N05CH01
Antra 40 mg;;No Match;205;0;;;;A12CC02;A02BC01;A09AA02;70;69.0;62.0;0;0;0;0;0;A;;;;0;1;0;0;5;;
"[3 - Rtx Vaskulitis Induktion, Fenistil]NATRIUMCHLORID Inf.Lsg.154";;No Match;205;0;;;;N06AG02;M01AH05;C01EB18;50;47.0;47.0;0;0;0;0;0;N;;;;0;0;0; R06AB03;5;Ist das hier Fenistil mit dem ATC Code R06AB03? ; R06AB03
LASIX 40 mg Inj.-Lsg. Ampullen | (Furosemid);;No Match;204;1;furosemid;C03CA01;;C03CA01;;;69;;;0;0;1;0;0;C;;1;;1;;;0;5;;
XARELTO 15 mg Filmtabletten | (Rivaroxaban);;No Match;204;1;rivaroxaban;B01AF01;;B01AF01;;;96;;;0;0;1;0;0;B;;1;;1;;;0;5;;
Fraxiparin;;No Match;203;0;;;;A07AA11;P01BD01;R03AC13;59;56.0;53.0;0;0;0;0;0;A;;;;0;0;0;B01AB06;5;;
Bifiteral;;No Match;203;0;;;A06AD11;A06AD11;N03AF01;;100;59.0;;0;0;0;1;0;A;;;1;1;0;;0;5;;
Simvastatin 20 mg;;No Match;203;0;;;;C10BA02;;;79;;;0;0;0;0;0;C;;;;0;;;C10AA01;5;;
Metamizol;;No Match;203;0;;;N02BB02;N02BB02;P02CA03;;100;59.0;;0;0;0;1;0;N;;;1;1;0;;0;5;;
MOXONIDIN STADA 0,2 mg Filmtabletten | (Moxonidin);;No Match;202;1;moxonidin;C02AC05;C02AC05;C02AC05;;;95;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
Melperon;;No Match;202;0;;;N05AD03;N05AD03;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
MOXONIDIN HEXAL 0,3 mg Filmtabletten | (Moxonidin);;No Match;201;1;moxonidin;C02AC05;C02AC05;C02AC05;;;95;;;1;1;1;1;0;C;;1;1;1;;;0;5;;
Piperacillin/ Tazobactam (i.v.) 2000 mg/250 mg Inf. 30min LM=TL:NaCl 0,9%;;No Match;201;0;;;;J01CR05;;;92;;;0;0;0;0;0;J;;;;1;;;0;5;;
Ampicillin/ Sulbactam (i.v.) 1000 mg/ 500 mg Inf. 15-30min LM:NaCl 0,9% TL:NaCl 0,9%;;No Match;200;0;;;;J01CA01;;;59;;;0;0;0;0;0;J;;;;0;;;J01CR01;5;Kann man hier die Trägerlösung weglassen?;J01CR01
OLIMEL Peripher 2,5% 1050 kcal;;No Match;200;0;;;;B05BA10;;;69;;;0;0;0;0;0;B;;;;1;;;0;5;;
Naropin über DIK;;No Match;199;0;;;;N01BB09;V06DB50;G02AD02;64;58.0;57.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
"[2 - Prä CYP, Uromitexan]NATRIUMCHLORID Inf.Lsg.154";;No Match;199;0;;;;M01AX24;A02BC04;A07DA03;55;53.0;50.0;0;0;0;0;0;M;;;;0;0;0;V03AF01;5;Ist hier das Uromitexan mit V03AF01 der korrekte Code?;V03AF01
METOHEXAL Succ Retardtabletten | (Metoprolol);;No Match;199;1;metoprolol;;;C07AB02;;;85;;;0;0;0;0;0;C;;;;1;;;0;5;;
Omeprazol 20 mg;;No Match;199;0;;;;A02BC01;A02BC05;V04CD01;75;68.0;67.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
Simvastatin;;No Match;198;0;;;;C10BA02;;;100;;;0;0;0;0;0;C;;;;0;;;C10AA01;5;;
Noxafil;;No Match;198;0;;;J02AC04;J02AC04;L01AA01;N05AL01;100;57.0;53.0;0;0;0;1;0;J;;;1;1;0;0;0;5;;
Cetirizin;;No Match;197;0;;;R06AE07;R06AE07;G01AF01;;100;53.0;;0;0;0;1;0;R;;;1;1;0;;0;5;;
Unacid;;No Match;197;0;;;;J01CR01;;;100;;;0;0;0;0;0;J;;;;1;;;0;5;;
PIRITRAMID hameln 7,5 mg/ml Injektionslsg. Amp. | (Piritramid);;No Match;196;1;piritramid;N02AC03;;N02AC03;;;95;;;0;0;1;0;0;N;;1;;1;;;0;5;;
TOREM Cor Tabletten | (Torasemid);;No Match;195;1;torasemid;C03CA04;;C03CA04;;;71;;;0;0;1;0;0;C;;1;;1;;;0;5;;
LANTUS 100 E/ml Patrone Zylinderampullen | (Insulin glargin);;No Match;195;1;insulin glargin;A10AE04;;A10AE04;;;93;;;0;0;1;0;0;A;;1;;1;;;0;5;;
Metoprolol;;No Match;195;0;;;C07AB02;C07AB02;D06BX01;;100;67.0;;0;0;0;1;0;C;;;1;1;0;;0;5;;
Polidocanol-Harnstoff-Creme ans Bett - Körper;;No Match;195;0;;;;D06BB10;D07AA03;D04AX07;53;52.0;51.0;0;0;0;0;0;D;;;;0;0;0;D04AB61;5;Welcher ATC Code?;D04AB61
Amlodipin 5mg;;No Match;194;0;;;;C08CA01;;;100;;;0;0;0;0;0;C;;;;1;;;0;5;;
L-THYROXIN 150 Henning Tabletten | (Levothyroxin);;No Match;194;1;levothyroxin;;;H03AA01;;;100;;;0;0;0;0;0;H;;;;1;;;0;5;;
"[5 - Rtx Vaskulitis Induktion] Rituximab inNATRIUMCHLORID Inf.Lsg.154 über 10h";;No Match;194;0;;;;A10BK01;M01CX01;L01EX10;50;50.0;50.0;0;0;0;0;0;A;;;;0;0;0;L01XC02;5;Ist der ATC Code L01XC02 für Rituximab korrekt?;L01FA01
Folsan 5 mg;;No Match;194;0;;;;N02AB02;N05AF01;B03BB01;59;59.0;58.0;0;0;0;0;0;N;;;;0;0;1;0;5;ATC Code B03BB01 korrekt?;B03BB01
MADOPAR LT Tabletten | (Benserazid);;No Match;191;1;benserazid;N04BA11;;N04BA11;;;70;;;0;0;1;0;0;N;;1;;1;;;0;5;;
HUMINSULIN Normal KwikPen Injektionslösung | (Insulin, normal (human));;No Match;191;1;insulin, normal (human);;A10AB01;A10AB01;A10AD01;;100;84.0;;0;0;0;1;0;A;;;1;1;0;;0;5;;
Enoxaparin-Natrium (s.c.) 2.000 I.E. (20 mg)/0,2 mL Fertigspritze;;No Match;191;0;;;;V03AE01;B01AB01;;67;64.0;;0;0;0;0;0;V;;;;0;1;;0;5;;
Clexane 40mg;;No Match;190;0;;;;B01AB05;N06BA12;;100;75.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
QUILONUM retard Tabl. | (Lithium-Ion);;No Match;190;1;lithium-ion;N05AN01;;N05AN01;;;100;;;0;0;1;0;0;N;;1;;1;;;0;5;;
