concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
21602093,docosanol; topical,Drug,ATC,ATC 5th,C,D06BB11,1970-01-01,2099-12-31,
21602094,"aciclovir, combinations; topical",Drug,ATC,ATC 5th,C,D06BB53,1970-01-01,2099-12-31,
21602095,Other chemotherapeutics,Drug,ATC,ATC 4th,C,D06BX,1970-01-01,2099-12-31,
21602096,metronidazole; topical,Drug,ATC,ATC 5th,C,D06BX01,1970-01-01,2099-12-31,
21602097,"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS",Drug,ATC,ATC 3rd,C,D06C,1970-01-01,2099-12-31,
21602098,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",Drug,ATC,ATC 2nd,C,D07,1970-01-01,2099-12-31,
21602099,"CORTICOSTEROIDS, PLAIN",Drug,ATC,ATC 3rd,C,D07A,1970-01-01,2099-12-31,
21602100,"Corticosteroids, weak (group I)",Drug,ATC,ATC 4th,C,D07AA,1970-01-01,2099-12-31,
21602101,"methylprednisolone; topical (corticosteroids, weak (group i))",Drug,ATC,ATC 5th,C,D07AA01,1970-01-01,2099-12-31,
21602102,hydrocortisone; topical,Drug,ATC,ATC 5th,C,D07AA02,1970-01-01,2099-12-31,
21602103,prednisolone; topical,Drug,ATC,ATC 5th,C,D07AA03,1970-01-01,2099-12-31,
21602104,"Corticosteroids, moderately potent (group II)",Drug,ATC,ATC 4th,C,D07AB,1970-01-01,2099-12-31,
21602105,clobetasone; topical,Drug,ATC,ATC 5th,C,D07AB01,1970-01-01,2099-12-31,
21602106,hydrocortisone butyrate; topical,Drug,ATC,ATC 5th,C,D07AB02,1970-01-01,2099-12-31,
21602107,flumetasone; topical,Drug,ATC,ATC 5th,C,D07AB03,1970-01-01,2099-12-31,
21602108,fluocortin; topical,Drug,ATC,ATC 5th,C,D07AB04,1970-01-01,2099-12-31,
21602109,fluperolone; topical,Drug,ATC,ATC 5th,C,D07AB05,1970-01-01,2099-12-31,
21602110,"fluorometholone; topical (corticosteroids, moderately potent (group ii))",Drug,ATC,ATC 5th,C,D07AB06,1970-01-01,2099-12-31,
21602111,fluprednidene; topical,Drug,ATC,ATC 5th,C,D07AB07,1970-01-01,2099-12-31,
21602112,desonide; topical,Drug,ATC,ATC 5th,C,D07AB08,1970-01-01,2099-12-31,
21602113,triamcinolone; topical,Drug,ATC,ATC 5th,C,D07AB09,1970-01-01,2099-12-31,
21602114,alclometasone; topical,Drug,ATC,ATC 5th,C,D07AB10,1970-01-01,2099-12-31,
21602115,hydrocortisone buteprate; topical,Drug,ATC,ATC 5th,C,D07AB11,1970-01-01,2099-12-31,
21602116,"dexamethasone; topical (corticosteroids, moderately potent (group ii))",Drug,ATC,ATC 5th,C,D07AB19,1970-01-01,2099-12-31,
21602117,clocortolone; topical,Drug,ATC,ATC 5th,C,D07AB21,1970-01-01,2099-12-31,
21602118,"combinations of corticosteroids; topical (corticosteroids, moderately potent (group ii))",Drug,ATC,ATC 5th,C,D07AB30,1970-01-01,2099-12-31,
21602119,"Corticosteroids, potent (group III)",Drug,ATC,ATC 4th,C,D07AC,1970-01-01,2099-12-31,
21602120,betamethasone; topical,Drug,ATC,ATC 5th,C,D07AC01,1970-01-01,2099-12-31,
21602121,fluclorolone; topical,Drug,ATC,ATC 5th,C,D07AC02,1970-01-01,2099-12-31,
21602122,desoximetasone; topical,Drug,ATC,ATC 5th,C,D07AC03,1970-01-01,2099-12-31,
21602123,fluocinolone acetonide; topical,Drug,ATC,ATC 5th,C,D07AC04,1970-01-01,2099-12-31,
21602124,fluocortolone; topical,Drug,ATC,ATC 5th,C,D07AC05,1970-01-01,2099-12-31,
21602125,diflucortolone; topical,Drug,ATC,ATC 5th,C,D07AC06,1970-01-01,2099-12-31,
21602126,fludroxycortide; topical,Drug,ATC,ATC 5th,C,D07AC07,1970-01-01,2099-12-31,
21602127,fluocinonide; topical,Drug,ATC,ATC 5th,C,D07AC08,1970-01-01,2099-12-31,
21602128,budesonide; topical,Drug,ATC,ATC 5th,C,D07AC09,1970-01-01,2099-12-31,
21602129,diflorasone; topical,Drug,ATC,ATC 5th,C,D07AC10,1970-01-01,2099-12-31,
21602130,amcinonide; topical,Drug,ATC,ATC 5th,C,D07AC11,1970-01-01,2099-12-31,
21602131,halometasone; topical,Drug,ATC,ATC 5th,C,D07AC12,1970-01-01,2099-12-31,
21602132,mometasone; topical,Drug,ATC,ATC 5th,C,D07AC13,1970-01-01,2099-12-31,
21602133,methylprednisolone aceponate; topical,Drug,ATC,ATC 5th,C,D07AC14,1970-01-01,2099-12-31,
21602134,beclometasone; topical,Drug,ATC,ATC 5th,C,D07AC15,1970-01-01,2099-12-31,
21602135,hydrocortisone aceponate; topical,Drug,ATC,ATC 5th,C,D07AC16,1970-01-01,2099-12-31,
21602136,fluticasone; topical,Drug,ATC,ATC 5th,C,D07AC17,1970-01-01,2099-12-31,
21602137,prednicarbate; topical,Drug,ATC,ATC 5th,C,D07AC18,1970-01-01,2099-12-31,
21602138,difluprednate; topical,Drug,ATC,ATC 5th,C,D07AC19,1970-01-01,2099-12-31,
21602139,ulobetasol; topical,Drug,ATC,ATC 5th,C,D07AC21,1970-01-01,2099-12-31,
21602140,"Corticosteroids, very potent (group IV)",Drug,ATC,ATC 4th,C,D07AD,1970-01-01,2099-12-31,
21602141,clobetasol; topical,Drug,ATC,ATC 5th,C,D07AD01,1970-01-01,2099-12-31,
21602142,halcinonide; topical,Drug,ATC,ATC 5th,C,D07AD02,1970-01-01,2099-12-31,
21602143,"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",Drug,ATC,ATC 3rd,C,D07B,1970-01-01,2099-12-31,
21602144,"Corticosteroids, weak, combinations with antiseptics",Drug,ATC,ATC 4th,C,D07BA,1970-01-01,2099-12-31,
21602145,prednisolone and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BA01,1970-01-01,2099-12-31,
21602146,hydrocortisone and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BA04,1970-01-01,2099-12-31,
21602147,"Corticosteroids, moderately potent, combinations with antiseptics",Drug,ATC,ATC 4th,C,D07BB,1970-01-01,2099-12-31,
21602148,flumetasone and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BB01,1970-01-01,2099-12-31,
21602149,desonide and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BB02,1970-01-01,2099-12-31,
21602150,triamcinolone and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BB03,1970-01-01,2099-12-31,
21602151,hydrocortisone butyrate and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BB04,1970-01-01,2099-12-31,
21602152,"Corticosteroids, potent, combinations with antiseptics",Drug,ATC,ATC 4th,C,D07BC,1970-01-01,2099-12-31,
21602153,betamethasone and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BC01,1970-01-01,2099-12-31,
21602154,fluocinolone acetonide and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BC02,1970-01-01,2099-12-31,
21602155,fluocortolone and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BC03,1970-01-01,2099-12-31,
21602156,diflucortolone and antiseptics; topical,Drug,ATC,ATC 5th,C,D07BC04,1970-01-01,2099-12-31,
21602157,"Corticosteroids, very potent, combinations with antiseptics",Drug,ATC,ATC 4th,C,D07BD,1970-01-01,2099-12-31,
21602158,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",Drug,ATC,ATC 3rd,C,D07C,1970-01-01,2099-12-31,
21602159,"Corticosteroids, weak, combinations with antibiotics",Drug,ATC,ATC 4th,C,D07CA,1970-01-01,2099-12-31,
21602160,hydrocortisone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CA01,1970-01-01,2099-12-31,
21602161,methylprednisolone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CA02,1970-01-01,2099-12-31,
21602162,prednisolone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CA03,1970-01-01,2099-12-31,
21602163,"Corticosteroids, moderately potent, combinations with antibiotics",Drug,ATC,ATC 4th,C,D07CB,1970-01-01,2099-12-31,
21602164,triamcinolone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CB01,1970-01-01,2099-12-31,
21602165,fluprednidene and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CB02,1970-01-01,2099-12-31,
21602166,fluorometholone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CB03,1970-01-01,2099-12-31,
21602167,dexamethasone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CB04,1970-01-01,2099-12-31,
21602168,flumetasone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CB05,1970-01-01,2099-12-31,
21602169,"Corticosteroids, potent, combinations with antibiotics",Drug,ATC,ATC 4th,C,D07CC,1970-01-01,2099-12-31,
21602170,betamethasone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CC01,1970-01-01,2099-12-31,
21602171,fluocinolone acetonide and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CC02,1970-01-01,2099-12-31,
21602172,fludroxycortide and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CC03,1970-01-01,2099-12-31,
21602173,beclometasone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CC04,1970-01-01,2099-12-31,
21602174,fluocinonide and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CC05,1970-01-01,2099-12-31,
21602175,fluocortolone and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CC06,1970-01-01,2099-12-31,
21602176,"Corticosteroids, very potent, combinations with antibiotics",Drug,ATC,ATC 4th,C,D07CD,1970-01-01,2099-12-31,
21602177,clobetasol and antibiotics; topical,Drug,ATC,ATC 5th,C,D07CD01,1970-01-01,2099-12-31,
21602178,"CORTICOSTEROIDS, OTHER COMBINATIONS",Drug,ATC,ATC 3rd,C,D07X,1970-01-01,2099-12-31,
21602179,"Corticosteroids, weak, other combinations",Drug,ATC,ATC 4th,C,D07XA,1970-01-01,2099-12-31,
21602180,"hydrocortisone, combinations; topical",Drug,ATC,ATC 5th,C,D07XA01,1970-01-01,2099-12-31,
21602181,"prednisolone, combinations; topical",Drug,ATC,ATC 5th,C,D07XA02,1970-01-01,2099-12-31,
21602182,"Corticosteroids, moderately potent, other combinations",Drug,ATC,ATC 4th,C,D07XB,1970-01-01,2099-12-31,
21602183,"flumetasone, combinations; topical",Drug,ATC,ATC 5th,C,D07XB01,1970-01-01,2099-12-31,
21602184,"triamcinolone, combinations; topical",Drug,ATC,ATC 5th,C,D07XB02,1970-01-01,2099-12-31,
21602185,"fluprednidene, combinations; topical",Drug,ATC,ATC 5th,C,D07XB03,1970-01-01,2099-12-31,
21602186,"fluorometholone, combinations; topical",Drug,ATC,ATC 5th,C,D07XB04,1970-01-01,2099-12-31,
21602187,"dexamethasone, combinations; topical",Drug,ATC,ATC 5th,C,D07XB05,1970-01-01,2099-12-31,
21602188,"combinations of corticosteroids; topical (corticosteroids, moderately potent, other comb.)",Drug,ATC,ATC 5th,C,D07XB30,1970-01-01,2099-12-31,
21602189,"Corticosteroids, potent, other combinations",Drug,ATC,ATC 4th,C,D07XC,1970-01-01,2099-12-31,
21602190,"betamethasone, combinations; topical",Drug,ATC,ATC 5th,C,D07XC01,1970-01-01,2099-12-31,
21602191,"desoximetasone, combinations; topical",Drug,ATC,ATC 5th,C,D07XC02,1970-01-01,2099-12-31,
21602192,"mometasone, combinations; topical (corticosteroids, potent, other comb.)",Drug,ATC,ATC 5th,C,D07XC03,1970-01-01,2099-12-31,
21602193,"diflucortolone, combinations; topical",Drug,ATC,ATC 5th,C,D07XC04,1970-01-01,2099-12-31,
21602194,"Corticosteroids, very potent, other combinations",Drug,ATC,ATC 4th,C,D07XD,1970-01-01,2099-12-31,
21602195,ANTISEPTICS AND DISINFECTANTS,Drug,ATC,ATC 2nd,C,D08,1970-01-01,2099-12-31,
21602196,ANTISEPTICS AND DISINFECTANTS,Drug,ATC,ATC 3rd,C,D08A,1970-01-01,2099-12-31,
21602197,Acridine derivatives,Drug,ATC,ATC 4th,C,D08AA,1970-01-01,2099-12-31,
21602198,ethacridine lactate; topical,Drug,ATC,ATC 5th,C,D08AA01,1970-01-01,2099-12-31,
21602199,aminoacridine; topical,Drug,ATC,ATC 5th,C,D08AA02,1970-01-01,2099-12-31,
21602200,euflavine; topical,Drug,ATC,ATC 5th,C,D08AA03,1970-01-01,2099-12-31,
21602201,Aluminium agents,Drug,ATC,ATC 4th,C,D08AB,1970-01-01,2099-12-31,
21602202,Biguanides and amidines,Drug,ATC,ATC 4th,C,D08AC,1970-01-01,2099-12-31,
21602203,dibrompropamidine; topical,Drug,ATC,ATC 5th,C,D08AC01,1970-01-01,2099-12-31,
21602204,chlorhexidine; topical (biguanides and amidines),Drug,ATC,ATC 5th,C,D08AC02,1970-01-01,2099-12-31,
21602205,propamidine; topical,Drug,ATC,ATC 5th,C,D08AC03,1970-01-01,2099-12-31,
21602206,hexamidine; topical,Drug,ATC,ATC 5th,C,D08AC04,1970-01-01,2099-12-31,
21602207,polihexanide; topical,Drug,ATC,ATC 5th,C,D08AC05,1970-01-01,2099-12-31,
21602208,"chlorhexidine, combinations; topical",Drug,ATC,ATC 5th,C,D08AC52,1970-01-01,2099-12-31,
21602209,Boric acid products,Drug,ATC,ATC 4th,C,D08AD,1970-01-01,2099-12-31,
21602210,Phenol and derivatives,Drug,ATC,ATC 4th,C,D08AE,1970-01-01,2099-12-31,
21602211,hexachlorophene; topical,Drug,ATC,ATC 5th,C,D08AE01,1970-01-01,2099-12-31,
21602212,policresulen; topical,Drug,ATC,ATC 5th,C,D08AE02,1970-01-01,2099-12-31,
21602213,phenol; topical,Drug,ATC,ATC 5th,C,D08AE03,1970-01-01,2099-12-31,
21602214,triclosan; topical (phenol and derivatives),Drug,ATC,ATC 5th,C,D08AE04,1970-01-01,2099-12-31,
21602215,chloroxylenol; topical,Drug,ATC,ATC 5th,C,D08AE05,1970-01-01,2099-12-31,
21602216,biphenylol; topical,Drug,ATC,ATC 5th,C,D08AE06,1970-01-01,2099-12-31,
21602217,Nitrofuran derivatives,Drug,ATC,ATC 4th,C,D08AF,1970-01-01,2099-12-31,
21602218,nitrofural; topical (nitrofuran derivatives),Drug,ATC,ATC 5th,C,D08AF01,1970-01-01,2099-12-31,
21602219,Iodine products,Drug,ATC,ATC 4th,C,D08AG,1970-01-01,2099-12-31,
21602220,iodine/octylphenoxypolyglycolether; topical,Drug,ATC,ATC 5th,C,D08AG01,1970-01-01,2099-12-31,
21602221,povidone-iodine; topical (iodine products),Drug,ATC,ATC 5th,C,D08AG02,1970-01-01,2099-12-31,
21602222,iodine; topical,Drug,ATC,ATC 5th,C,D08AG03,1970-01-01,2099-12-31,
21602223,diiodohydroxypropane; topical,Drug,ATC,ATC 5th,C,D08AG04,1970-01-01,2099-12-31,
21602224,Quinoline derivatives,Drug,ATC,ATC 4th,C,D08AH,1970-01-01,2099-12-31,
21602225,dequalinium; topical,Drug,ATC,ATC 5th,C,D08AH01,1970-01-01,2099-12-31,
21602226,chlorquinaldol; topical,Drug,ATC,ATC 5th,C,D08AH02,1970-01-01,2099-12-31,
21602227,oxyquinoline; topical,Drug,ATC,ATC 5th,C,D08AH03,1970-01-01,2099-12-31,
21602228,clioquinol; topical (quinoline derivatives),Drug,ATC,ATC 5th,C,D08AH30,1970-01-01,2099-12-31,
21602229,Quaternary ammonium compounds,Drug,ATC,ATC 4th,C,D08AJ,1970-01-01,2099-12-31,
21602230,benzalkonium; topical (quaternary ammonium compounds),Drug,ATC,ATC 5th,C,D08AJ01,1970-01-01,2099-12-31,
21602231,cetrimonium; topical,Drug,ATC,ATC 5th,C,D08AJ02,1970-01-01,2099-12-31,
21602232,cetylpyridinium; topical (quaternary ammonium compounds),Drug,ATC,ATC 5th,C,D08AJ03,1970-01-01,2099-12-31,
21602233,cetrimide; topical (quaternary ammonium compounds),Drug,ATC,ATC 5th,C,D08AJ04,1970-01-01,2099-12-31,
21602234,benzoxonium chloride; topical,Drug,ATC,ATC 5th,C,D08AJ05,1970-01-01,2099-12-31,
21602235,didecyldimethylammonium chloride; topical,Drug,ATC,ATC 5th,C,D08AJ06,1970-01-01,2099-12-31,
21602236,benzethonium chloride; topical,Drug,ATC,ATC 5th,C,D08AJ08,1970-01-01,2099-12-31,
21602237,"octenidine, combinations; topical",Drug,ATC,ATC 5th,C,D08AJ57,1970-01-01,2099-12-31,
21602238,"benzethonium chloride, combinations; topical",Drug,ATC,ATC 5th,C,D08AJ58,1970-01-01,2099-12-31,
21602239,"dodeclonium bromide, combinations; topical",Drug,ATC,ATC 5th,C,D08AJ59,1970-01-01,2099-12-31,
21602240,Mercurial products,Drug,ATC,ATC 4th,C,D08AK,1970-01-01,2099-12-31,
21602241,mercuric amidochloride; topical,Drug,ATC,ATC 5th,C,D08AK01,1970-01-01,2099-12-31,
21602242,phenylmercuric borate; topical,Drug,ATC,ATC 5th,C,D08AK02,1970-01-01,2099-12-31,
21602243,mercuric chloride; topical,Drug,ATC,ATC 5th,C,D08AK03,1970-01-01,2099-12-31,
21602244,mercurochrome; topical,Drug,ATC,ATC 5th,C,D08AK04,1970-01-01,2099-12-31,
21602245,"mercury, metallic; topical",Drug,ATC,ATC 5th,C,D08AK05,1970-01-01,2099-12-31,
21602246,thiomersal; topical,Drug,ATC,ATC 5th,C,D08AK06,1970-01-01,2099-12-31,
21602247,mercuric iodide; topical,Drug,ATC,ATC 5th,C,D08AK30,1970-01-01,2099-12-31,
21602248,Silver compounds,Drug,ATC,ATC 4th,C,D08AL,1970-01-01,2099-12-31,
21602249,silver nitrate; topical,Drug,ATC,ATC 5th,C,D08AL01,1970-01-01,2099-12-31,
21602250,silver; topical,Drug,ATC,ATC 5th,C,D08AL30,1970-01-01,2099-12-31,
21602251,Other antiseptics and disinfectants,Drug,ATC,ATC 4th,C,D08AX,1970-01-01,2099-12-31,
21602252,hydrogen peroxide; topical (antiseptics and disinfectants),Drug,ATC,ATC 5th,C,D08AX01,1970-01-01,2099-12-31,
21602253,eosin; topical,Drug,ATC,ATC 5th,C,D08AX02,1970-01-01,2099-12-31,
21602254,propanol; topical,Drug,ATC,ATC 5th,C,D08AX03,1970-01-01,2099-12-31,
21602255,tosylchloramide sodium; topical,Drug,ATC,ATC 5th,C,D08AX04,1970-01-01,2099-12-31,
21602256,isopropanol; topical,Drug,ATC,ATC 5th,C,D08AX05,1970-01-01,2099-12-31,
21602257,potassium permanganate; topical,Drug,ATC,ATC 5th,C,D08AX06,1970-01-01,2099-12-31,
21602258,sodium hypochlorite; topical,Drug,ATC,ATC 5th,C,D08AX07,1970-01-01,2099-12-31,
21602259,ethanol; topical,Drug,ATC,ATC 5th,C,D08AX08,1970-01-01,2099-12-31,
21602260,"propanol, combinations; topical",Drug,ATC,ATC 5th,C,D08AX53,1970-01-01,2099-12-31,
21602261,MEDICATED DRESSINGS,Drug,ATC,ATC 2nd,C,D09,1970-01-01,2099-12-31,
21602262,MEDICATED DRESSINGS,Drug,ATC,ATC 3rd,C,D09A,1970-01-01,2099-12-31,
21602263,Medicated dressings with antiinfectives,Drug,ATC,ATC 4th,C,D09AA,1970-01-01,2099-12-31,
21602264,framycetin; topical,Drug,ATC,ATC 5th,C,D09AA01,1970-01-01,2099-12-31,
21602265,fusidic acid; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA02,1970-01-01,2099-12-31,
21602266,nitrofural; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA03,1970-01-01,2099-12-31,
21602267,phenylmercuric nitrate; topical,Drug,ATC,ATC 5th,C,D09AA04,1970-01-01,2099-12-31,
21602268,benzododecinium; topical,Drug,ATC,ATC 5th,C,D09AA05,1970-01-01,2099-12-31,
21602269,triclosan; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA06,1970-01-01,2099-12-31,
21602270,cetylpyridinium; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA07,1970-01-01,2099-12-31,
21602271,aluminium chlorohydrate; topical,Drug,ATC,ATC 5th,C,D09AA08,1970-01-01,2099-12-31,
21602272,povidone-iodine; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA09,1970-01-01,2099-12-31,
21602273,clioquinol; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA10,1970-01-01,2099-12-31,
21602274,benzalkonium; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA11,1970-01-01,2099-12-31,
21602275,chlorhexidine; topical (medicated dressings with antiinfectives),Drug,ATC,ATC 5th,C,D09AA12,1970-01-01,2099-12-31,
21602276,iodoform; topical,Drug,ATC,ATC 5th,C,D09AA13,1970-01-01,2099-12-31,
21602277,Zinc bandages,Drug,ATC,ATC 4th,C,D09AB,1970-01-01,2099-12-31,
21602278,zinc bandage without supplements; topical,Drug,ATC,ATC 5th,C,D09AB01,1970-01-01,2099-12-31,
21602279,zinc bandage with supplements; topical,Drug,ATC,ATC 5th,C,D09AB02,1970-01-01,2099-12-31,
21602280,Soft paraffin dressings,Drug,ATC,ATC 4th,C,D09AX,1970-01-01,2099-12-31,
21602281,ANTI-ACNE PREPARATIONS,Drug,ATC,ATC 2nd,C,D10,1970-01-01,2099-12-31,
21602282,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,Drug,ATC,ATC 3rd,C,D10A,1970-01-01,2099-12-31,
21602283,"Corticosteroids, combinations for treatment of acne",Drug,ATC,ATC 4th,C,D10AA,1970-01-01,2099-12-31,
21602284,"fluorometholone; topical (corticosteroids, comb. for treatment of acne)",Drug,ATC,ATC 5th,C,D10AA01,1970-01-01,2099-12-31,
21602285,"methylprednisolone; topical (corticosteroids, comb. for treatment of acne)",Drug,ATC,ATC 5th,C,D10AA02,1970-01-01,2099-12-31,
21602286,"dexamethasone; topical (corticosteroids, comb. for treatment of acne)",Drug,ATC,ATC 5th,C,D10AA03,1970-01-01,2099-12-31,
21602287,Preparations containing sulfur,Drug,ATC,ATC 4th,C,D10AB,1970-01-01,2099-12-31,
21602288,bithionol; topical,Drug,ATC,ATC 5th,C,D10AB01,1970-01-01,2099-12-31,
21602289,sulfur; topical,Drug,ATC,ATC 5th,C,D10AB02,1970-01-01,2099-12-31,
21602290,tioxolone; topical,Drug,ATC,ATC 5th,C,D10AB03,1970-01-01,2099-12-31,
21602291,mesulfen; topical (prep. containing sulfur),Drug,ATC,ATC 5th,C,D10AB05,1970-01-01,2099-12-31,
21602292,Retinoids for topical use in acne,Drug,ATC,ATC 4th,C,D10AD,1970-01-01,2099-12-31,
21602293,tretinoin; topical,Drug,ATC,ATC 5th,C,D10AD01,1970-01-01,2099-12-31,
21602294,retinol; topical,Drug,ATC,ATC 5th,C,D10AD02,1970-01-01,2099-12-31,
21602295,adapalene; topical,Drug,ATC,ATC 5th,C,D10AD03,1970-01-01,2099-12-31,
21602296,isotretinoin; topical,Drug,ATC,ATC 5th,C,D10AD04,1970-01-01,2099-12-31,
21602297,motretinide; topical,Drug,ATC,ATC 5th,C,D10AD05,1970-01-01,2099-12-31,
21602298,"tretinoin, combinations; topical",Drug,ATC,ATC 5th,C,D10AD51,1970-01-01,2099-12-31,
21602299,"adapalene, combinations; topical",Drug,ATC,ATC 5th,C,D10AD53,1970-01-01,2099-12-31,
21602300,"isotretinoin, combinations; topical",Drug,ATC,ATC 5th,C,D10AD54,1970-01-01,2099-12-31,
21602301,Peroxides,Drug,ATC,ATC 4th,C,D10AE,1970-01-01,2099-12-31,
21602302,benzoyl peroxide; topical,Drug,ATC,ATC 5th,C,D10AE01,1970-01-01,2099-12-31,
21602303,"benzoyl peroxide, combinations; topical",Drug,ATC,ATC 5th,C,D10AE51,1970-01-01,2099-12-31,
21602304,Antiinfectives for treatment of acne,Drug,ATC,ATC 4th,C,D10AF,1970-01-01,2099-12-31,
21602305,clindamycin; topical,Drug,ATC,ATC 5th,C,D10AF01,1970-01-01,2099-12-31,
21602306,erythromycin; topical,Drug,ATC,ATC 5th,C,D10AF02,1970-01-01,2099-12-31,
21602307,chloramphenicol; topical (antiinfectives for treatment of acne),Drug,ATC,ATC 5th,C,D10AF03,1970-01-01,2099-12-31,
21602308,meclocycline; topical,Drug,ATC,ATC 5th,C,D10AF04,1970-01-01,2099-12-31,
21602309,"clindamycin, combinations; topical",Drug,ATC,ATC 5th,C,D10AF51,1970-01-01,2099-12-31,
21602310,"erythromycin, combinations; topical",Drug,ATC,ATC 5th,C,D10AF52,1970-01-01,2099-12-31,
21602311,Other anti-acne preparations for topical use,Drug,ATC,ATC 4th,C,D10AX,1970-01-01,2099-12-31,
21602312,aluminium chloride; topical,Drug,ATC,ATC 5th,C,D10AX01,1970-01-01,2099-12-31,
21602313,resorcinol; topical,Drug,ATC,ATC 5th,C,D10AX02,1970-01-01,2099-12-31,
21602314,azelaic acid; topical,Drug,ATC,ATC 5th,C,D10AX03,1970-01-01,2099-12-31,
21602315,aluminium oxide; topical,Drug,ATC,ATC 5th,C,D10AX04,1970-01-01,2099-12-31,
21602316,dapsone; topical,Drug,ATC,ATC 5th,C,D10AX05,1970-01-01,2099-12-31,
21602317,various combinations; topical (anti-acne prep.),Drug,ATC,ATC 5th,C,D10AX30,1970-01-01,2099-12-31,
21602318,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,Drug,ATC,ATC 3rd,C,D10B,1970-01-01,2099-12-31,
21602319,Retinoids for treatment of acne,Drug,ATC,ATC 4th,C,D10BA,1970-01-01,2099-12-31,
21602320,isotretinoin; oral,Drug,ATC,ATC 5th,C,D10BA01,1970-01-01,2099-12-31,
21602321,Other anti-acne preparations for systemic use,Drug,ATC,ATC 4th,C,D10BX,1970-01-01,2099-12-31,
21602322,"ichtasol; oral, rectal, topical",Drug,ATC,ATC 5th,C,D10BX01,1970-01-01,2099-12-31,
21602323,OTHER DERMATOLOGICAL PREPARATIONS,Drug,ATC,ATC 2nd,C,D11,1970-01-01,2099-12-31,
21602324,OTHER DERMATOLOGICAL PREPARATIONS,Drug,ATC,ATC 3rd,C,D11A,1970-01-01,2099-12-31,
21602325,Antihidrotics,Drug,ATC,ATC 4th,C,D11AA,1970-01-01,2099-12-31,
21602326,Medicated shampoos,Drug,ATC,ATC 4th,C,D11AC,1970-01-01,2099-12-31,
21602327,cetrimide; topical (medicated shampoos),Drug,ATC,ATC 5th,C,D11AC01,1970-01-01,2099-12-31,
21602328,cadmium compounds; topical,Drug,ATC,ATC 5th,C,D11AC02,1970-01-01,2099-12-31,
21602329,selenium compounds; topical,Drug,ATC,ATC 5th,C,D11AC03,1970-01-01,2099-12-31,
21602330,povidone-iodine; topical (medicated shampoos),Drug,ATC,ATC 5th,C,D11AC06,1970-01-01,2099-12-31,
21602331,sulfur compounds; topical,Drug,ATC,ATC 5th,C,D11AC08,1970-01-01,2099-12-31,
21602332,xenysalate; topical,Drug,ATC,ATC 5th,C,D11AC09,1970-01-01,2099-12-31,
21602333,medicated shampoos - others; topical,Drug,ATC,ATC 5th,C,D11AC30,1970-01-01,2099-12-31,
21602334,Androgens for topical use,Drug,ATC,ATC 4th,C,D11AE,1970-01-01,2099-12-31,
21602335,metandienone; topical,Drug,ATC,ATC 5th,C,D11AE01,1970-01-01,2099-12-31,
21602336,Wart and anti-corn preparations,Drug,ATC,ATC 4th,C,D11AF,1970-01-01,2099-12-31,
21602337,"Agents for dermatitis, excluding corticosteroids",Drug,ATC,ATC 4th,C,D11AH,1970-01-01,2099-12-31,
21602338,tacrolimus; topical,Drug,ATC,ATC 5th,C,D11AH01,1970-01-01,2099-12-31,
